station_id,location_name,day,dtime,num_bikes_available,num_docks_available,capacity,bike_exist,dock_exist
179,MIT Vassar St,5,77825,3,22,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,69783,8,9,19,1,1
189,Kendall T,5,76566,0,21,23,0,1
318,Ames St at Broadway,5,78003,1,16,19,1,1
380,Mass Ave at Albany St,5,75841,3,15,18,1,1
471,MIT Carleton St at Amherst St,5,78426,3,23,27,1,1
472,MIT Hayward St at Amherst St,5,73747,0,27,27,0,1
479,Galileo Galilei Way at Main Street,5,76622,1,17,19,1,1
566,Main Street/Albany Street/Technology Square,5,77105,16,7,23,1,1
67,MIT at Mass Ave / Amherst St,5,79024,2,18,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,78368,3,31,35,1,1
107,Ames St at Main St,5,77709,9,9,19,1,1
178,MIT Pacific St at Purrington St,5,78968,6,9,19,1,1
179,MIT Vassar St,5,78965,4,21,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,69783,8,9,19,1,1
189,Kendall T,5,79089,7,14,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,79088,3,15,18,1,1
471,MIT Carleton St at Amherst St,5,78969,3,23,27,1,1
472,MIT Hayward St at Amherst St,5,73747,0,27,27,0,1
479,Galileo Galilei Way at Main Street,5,76622,1,17,19,1,1
566,Main Street/Albany Street/Technology Square,5,77105,16,7,23,1,1
67,MIT at Mass Ave / Amherst St,5,79681,3,17,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,78368,3,31,35,1,1
107,Ames St at Main St,5,77709,9,9,19,1,1
178,MIT Pacific St at Purrington St,5,79506,5,11,19,1,1
179,MIT Vassar St,5,79625,9,16,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,69783,8,9,19,1,1
189,Kendall T,5,79089,7,14,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,79328,4,14,18,1,1
471,MIT Carleton St at Amherst St,5,79680,1,25,27,1,1
472,MIT Hayward St at Amherst St,5,73747,0,27,27,0,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,77105,16,7,23,1,1
67,MIT at Mass Ave / Amherst St,5,80227,0,20,27,0,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,78368,3,31,35,1,1
107,Ames St at Main St,5,77709,9,9,19,1,1
178,MIT Pacific St at Purrington St,5,79861,6,10,19,1,1
179,MIT Vassar St,5,80287,7,18,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,80226,9,8,19,1,1
189,Kendall T,5,80283,8,13,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,79921,3,15,18,1,1
471,MIT Carleton St at Amherst St,5,79680,1,25,27,1,1
472,MIT Hayward St at Amherst St,5,73747,0,27,27,0,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,77105,16,7,23,1,1
67,MIT at Mass Ave / Amherst St,5,80762,2,18,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,80585,1,33,35,1,1
107,Ames St at Main St,5,80586,8,10,19,1,1
178,MIT Pacific St at Purrington St,5,80824,7,9,19,1,1
179,MIT Vassar St,5,80882,5,19,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,80526,10,7,19,1,1
189,Kendall T,5,80888,6,15,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,79921,3,15,18,1,1
471,MIT Carleton St at Amherst St,5,80465,2,24,27,1,1
472,MIT Hayward St at Amherst St,5,73747,0,27,27,0,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,77105,16,7,23,1,1
67,MIT at Mass Ave / Amherst St,5,82561,3,16,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,82561,5,13,19,1,1
178,MIT Pacific St at Purrington St,5,82081,8,8,19,1,1
179,MIT Vassar St,5,82688,9,15,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,81960,9,8,19,1,1
189,Kendall T,5,82621,2,19,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,79921,3,15,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,5,73747,0,27,27,0,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,81062,17,6,23,1,1
67,MIT at Mass Ave / Amherst St,5,83109,7,13,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,82868,2,16,19,1,1
178,MIT Pacific St at Purrington St,5,83102,9,7,19,1,1
179,MIT Vassar St,5,83048,6,19,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,83104,0,21,23,0,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,82922,4,14,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,5,83224,6,21,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,82921,18,5,23,1,1
67,MIT at Mass Ave / Amherst St,5,83640,8,12,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,82868,2,16,19,1,1
178,MIT Pacific St at Purrington St,5,83466,10,6,19,1,1
179,MIT Vassar St,5,83829,10,14,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,83104,0,21,23,0,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,82922,4,14,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,5,83521,11,16,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,82921,18,5,23,1,1
67,MIT at Mass Ave / Amherst St,5,84309,7,13,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,84307,1,17,19,1,1
178,MIT Pacific St at Purrington St,5,83466,10,6,19,1,1
179,MIT Vassar St,5,83949,9,15,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,84483,7,11,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,5,83945,14,13,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,82921,18,5,23,1,1
67,MIT at Mass Ave / Amherst St,5,84961,9,11,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,84307,1,17,19,1,1
178,MIT Pacific St at Purrington St,5,85082,9,7,19,1,1
179,MIT Vassar St,5,83949,9,15,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,84969,8,10,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,5,83945,14,13,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,84909,16,7,23,1,1
67,MIT at Mass Ave / Amherst St,5,85688,4,16,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,78900,2,20,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,84307,1,17,19,1,1
178,MIT Pacific St at Purrington St,5,85082,9,7,19,1,1
179,MIT Vassar St,5,85562,7,17,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,84969,8,10,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,5,85384,13,14,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,85684,15,8,23,1,1
67,MIT at Mass Ave / Amherst St,5,85929,1,17,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,84307,1,17,19,1,1
178,MIT Pacific St at Purrington St,5,86283,11,5,19,1,1
179,MIT Vassar St,5,85981,8,16,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,5,84969,8,10,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,5,86109,12,15,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,85684,15,8,23,1,1
67,MIT at Mass Ave / Amherst St,6,248,2,16,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,84307,1,17,19,1,1
178,MIT Pacific St at Purrington St,6,424,13,3,19,1,1
179,MIT Vassar St,6,184,7,17,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,6,124,7,11,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,6,185,10,17,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,85684,15,8,23,1,1
67,MIT at Mass Ave / Amherst St,6,603,1,17,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,5,84307,1,17,19,1,1
178,MIT Pacific St at Purrington St,6,424,13,3,19,1,1
179,MIT Vassar St,6,787,9,15,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,6,124,7,11,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,6,185,10,17,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,5,85684,15,8,23,1,1
67,MIT at Mass Ave / Amherst St,6,1202,0,19,27,0,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,6,1143,0,18,19,0,1
178,MIT Pacific St at Purrington St,6,1504,11,5,19,1,1
179,MIT Vassar St,6,1327,8,16,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,5,82989,10,7,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,6,1629,6,12,18,1,1
471,MIT Carleton St at Amherst St,5,81546,0,26,27,0,1
472,MIT Hayward St at Amherst St,6,1386,9,18,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,6,1681,13,10,23,1,1
67,MIT at Mass Ave / Amherst St,6,1202,0,19,27,0,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,6,2280,0,18,19,0,1
178,MIT Pacific St at Purrington St,6,1504,11,5,19,1,1
179,MIT Vassar St,6,2103,8,16,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,6,1987,11,6,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,6,1801,7,11,18,1,1
471,MIT Carleton St at Amherst St,6,1980,2,24,27,1,1
472,MIT Hayward St at Amherst St,6,1984,8,19,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,6,2105,11,12,23,1,1
67,MIT at Mass Ave / Amherst St,6,2766,3,17,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,6,2280,0,18,19,0,1
178,MIT Pacific St at Purrington St,6,2649,12,4,19,1,1
179,MIT Vassar St,6,2103,8,16,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,6,1987,11,6,19,1,1
189,Kendall T,5,84121,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,6,2640,5,13,18,1,1
471,MIT Carleton St at Amherst St,6,2703,3,23,27,1,1
472,MIT Hayward St at Amherst St,6,2642,7,20,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,6,2105,11,12,23,1,1
67,MIT at Mass Ave / Amherst St,6,3189,4,16,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,6,3488,0,18,19,0,1
178,MIT Pacific St at Purrington St,6,3486,11,4,19,1,1
179,MIT Vassar St,6,3006,9,15,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,6,1987,11,6,19,1,1
189,Kendall T,6,3187,2,19,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,6,2640,5,13,18,1,1
471,MIT Carleton St at Amherst St,6,2703,3,23,27,1,1
472,MIT Hayward St at Amherst St,6,2642,7,20,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,6,2105,11,12,23,1,1
67,MIT at Mass Ave / Amherst St,6,3189,4,16,27,1,1
72,One Broadway / Kendall Sq at Main St / 3rd St,5,86169,1,21,23,1,1
80,MIT Stata Center at Vassar St / Main St,5,82449,0,34,35,0,1
107,Ames St at Main St,6,3488,0,18,19,0,1
178,MIT Pacific St at Purrington St,6,3545,11,5,19,1,1
179,MIT Vassar St,6,3968,8,16,25,1,1
184,Sidney Research Campus/Erie Street at Waverly,6,3966,10,7,19,1,1
189,Kendall T,6,3960,1,20,23,1,1
318,Ames St at Broadway,5,78781,0,17,19,0,1
380,Mass Ave at Albany St,6,2640,5,13,18,1,1
471,MIT Carleton St at Amherst St,6,2703,3,23,27,1,1
472,MIT Hayward St at Amherst St,6,2642,7,20,27,1,1
479,Galileo Galilei Way at Main Street,5,79624,0,18,19,0,1
566,Main Street/Albany Street/Technology Square,6,3846,10,13,23,1,1
